Reactions_Number,Temperature,S_C,H_logP,H_TPSA,Atom1 NBO charge,Atom3 NBO charge,Atom4 NBO charge,C=O/C=N Vibration Frequency,Sterimol L1,Sterimol Bmin1,Sterimol Bmax1,Sterimol L2,Sterimol Bmin2,Sterimol Bmax2,C_Di_HA,Bite_Anger,C_BL1,C_BL2,Ph_distance,N_Q1,N_Q2,M_Q,%V_bur,Ee
R16_26_Cat10_T313,313,20,0.17,27.57,-0.66,-0.342,-0.36,1663.38,9.1,1.7,6.0,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,83.0
R06_03_Cat06_T333,333,100,0.17,27.57,-0.588,-0.155,-0.164,1707.26,4.72,1.72,4.97,3.44,1.7,4.96,40.6,74.88,2.15667,2.17608,1.73,-0.875,-0.57,0.041,0.809,99.0
R04_04_Cat05_T301,301,200,0.17,27.57,-0.63,-0.166,-0.553,1706.85,4.98,1.71,3.25,3.27,1.7,2.71,39.9,77.32,2.16677,2.15106,1.74,-0.834,-0.553,0.033,0.792,95.0
R20_13_Cat12_T323,323,100,-0.14,72.3,-0.617,-0.163,-0.345,1762.87,9.32,2.44,4.76,3.25,1.97,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,99.0
R05_11_Cat07_T313,313,500,0.17,27.57,-0.579,-0.166,-0.367,1746.95,3.42,1.7,4.96,2.71,1.7,4.5,40.1,75.28,2.14546,2.17619,1.73,-0.875,-0.57,0.038,0.799,99.9
R07_09_Cat05_T300,300,100,0.17,27.57,-0.569,-0.142,-0.171,1771.05,9.47,1.7,5.81,3.42,1.7,4.95,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,91.8
R15_09_Cat08_T273,273,200,0.17,27.57,-0.559,-0.164,-0.239,1760.04,6.77,2.93,5.46,3.49,1.7,6.5,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R05_10_Cat07_T313,313,500,0.17,27.57,-0.578,-0.167,-0.346,1770.74,3.36,1.7,4.93,2.38,1.7,3.75,40.1,75.28,2.14546,2.17619,1.73,-0.875,-0.57,0.038,0.799,99.5
R17_21_Cat08_T298,298,100,0.17,27.57,-0.56,0.326,-0.357,1737.3,6.66,1.7,6.04,4.36,1.7,4.31,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,99.0
R13_23_Cat05_T298,298,67,0.17,27.57,-0.552,0.599,-0.638,1811.36,6.06,1.82,5.15,5.55,1.7,3.79,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,98.0
R13_01_Cat05_T298,298,67,0.17,27.57,-0.544,0.618,-0.648,1803.15,7.9,1.7,6.0,7.61,1.99,5.56,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,77.0
R06_17_Cat06_T303,303,100,0.17,27.57,-0.619,-0.147,-0.153,1684.08,3.42,1.7,6.39,3.44,1.7,4.96,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,76.0
R13_22_Cat05_T298,298,67,0.17,27.57,-0.553,0.598,-0.645,1812.67,6.18,1.71,5.2,4.18,1.7,2.83,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,95.0
R09_09_Cat09_T298,298,100,0.17,27.57,-0.561,-0.172,-0.353,1761.48,4.45,1.7,5.16,3.45,1.7,4.96,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,96.0
R07_01_Cat05_T300,300,100,0.17,27.57,-0.569,-0.142,-0.171,1771.05,9.47,1.7,5.81,3.42,1.7,4.95,40.8,77.14,2.15921,2.15291,1.74,-0.83,-0.553,0.027,0.794,99.9
R04_01_Cat05_T313,313,200,0.17,27.57,-0.628,-0.167,-0.789,1712.59,3.45,1.7,4.96,2.18,1.7,2.14,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,96.0
R06_19_Cat06_T283,283,100,0.17,27.57,-0.606,-0.133,-0.158,1691.19,4.03,1.7,5.58,3.44,1.7,4.96,40.6,74.86,2.15724,2.17605,1.73,-0.875,-0.57,0.042,0.809,95.0
R16_02_Cat10_T313,313,20,0.17,27.57,-0.659,-0.311,-0.36,1648.89,3.72,1.7,7.36,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,77.0
R16_21_Cat10_T313,313,20,0.17,27.57,-0.671,-0.332,-0.357,1632.84,7.26,1.7,7.64,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,74.0
R21_14_Cat08_T298,298,100,0.17,27.57,-0.542,-0.146,-0.439,1775.38,6.15,1.7,4.66,3.27,1.7,4.16,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R03_14_Cat04_T303,303,100,0.17,27.57,-0.528,0.641,-0.567,1830.04,6.11,1.7,5.92,6.55,1.7,3.8,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,98.0
R20_07_Cat12_T323,323,100,-0.14,72.3,-0.616,-0.162,-0.345,1763.65,4.75,1.76,7.17,3.25,1.97,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,98.0
R11_03_Cat05_T298,298,200,0.17,27.57,-0.606,-0.204,-0.221,1775.94,6.07,1.7,6.04,5.25,1.7,3.96,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,39.0
R15_17_Cat08_T273,273,200,0.17,27.57,-0.564,-0.247,-0.55,1792.69,8.0,1.7,5.92,6.01,1.7,5.99,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R17_19_Cat08_T298,298,100,0.17,27.57,-0.564,0.325,-0.372,1732.59,8.76,2.51,6.04,4.38,1.7,4.3,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,94.0
R06_08_Cat06_T313,313,100,0.17,27.57,-0.585,-0.138,-0.166,1708.96,5.18,1.7,5.36,3.44,1.7,4.96,40.6,74.85,2.15734,2.17588,1.73,-0.875,-0.57,0.042,0.809,99.0
R14_21_Cat05_T298,298,100,0.17,27.57,-0.542,-0.093,-0.121,1722.73,7.44,1.7,6.13,5.18,1.7,7.7,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,96.0
R14_03_Cat05_T298,298,100,0.17,27.57,-0.578,-0.13,-0.159,1731.14,5.23,1.7,7.69,7.05,1.7,5.08,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,99.0
R21_13_Cat08_T298,298,100,0.17,27.57,-0.542,-0.144,-0.441,1770.98,6.15,1.7,4.66,4.12,2.06,4.07,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R22_12_Cat13_T333,333,1000,0.17,27.57,-0.613,-0.141,-0.656,1701.72,5.69,1.7,5.26,5.27,1.7,3.04,42.8,78.79,2.11552,2.15028,1.82,-0.833,-0.745,-0.265,0.706,98.1
R15_11_Cat08_T273,273,200,0.17,27.57,-0.55,0.094,-0.235,1785.74,6.78,2.94,5.45,3.35,1.7,4.9,48.7,79.18,2.14419,2.11169,1.85,-0.903,-0.574,0.237,0.819,99.0
R19_14_Cat09_T298,298,100,0.17,27.57,-0.467,-0.069,-0.112,1681.1,6.15,1.99,6.63,6.15,1.7,6.43,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,93.0
R19_02_Cat09_T298,298,100,0.17,27.57,-0.455,-0.055,-0.116,1686.26,4.69,1.7,4.97,4.48,2.26,4.94,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,91.0
R04_03_Cat05_T313,313,200,0.17,27.57,-0.629,-0.162,-0.347,1693.17,3.51,1.7,5.02,3.47,1.7,4.97,39.9,77.31,2.16664,2.15112,1.74,-0.834,-0.553,0.033,0.792,94.0
R8_04_Cat08_T303,303,100,0.17,27.57,-0.596,-0.217,-0.564,1760.02,8.02,1.74,5.4,6.88,1.7,4.04,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,99.0
R02_02_Cat03_T301,301,200,0.17,27.57,-0.619,-0.147,-0.79,1720.9,5.78,1.75,4.46,2.18,1.7,2.14,43.2,79.27,2.15206,2.16809,1.75,-0.887,-0.561,0.034,0.794,86.0
R05_05_Cat06_T333,333,200,0.17,27.57,-0.595,-0.193,-0.306,1765.17,6.84,1.7,4.04,2.52,1.7,3.5,40.6,75.07,2.14675,2.1771,1.73,-0.872,-0.57,0.037,0.81,99.7
R16_04_Cat10_T313,313,20,0.17,27.57,-0.654,-0.302,-0.361,1660.34,4.19,1.7,7.45,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,83.0
R20_16_Cat12_T323,323,100,-0.14,72.3,-0.616,-0.169,-0.345,1763.98,8.22,1.7,6.58,3.25,1.99,3.24,48.1,78.41,2.18974,2.12848,1.74,-0.851,-0.737,0.032,0.784,99.0
R17_06_Cat08_T298,298,100,0.17,27.57,-0.575,0.347,-0.379,1763.93,8.8,1.83,6.17,5.06,2.35,5.6,48.7,79.18,2.14419,2.11169,1.85,-0.897,-0.576,0.237,0.819,97.0
R13_35_Cat05_T298,298,67,0.17,27.57,-0.562,0.593,-0.559,1791.64,5.49,1.83,3.1,4.98,1.7,3.26,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,90.0
R22_08_Cat13_T313,313,1000,0.17,27.57,-0.627,-0.128,-0.791,1708.32,6.56,1.7,5.87,2.18,1.7,2.14,42.9,78.77,2.11587,2.15011,1.82,-0.833,-0.745,-0.265,0.706,99.9
R11_06_Cat05_T298,298,200,0.17,27.57,-0.605,-0.203,-0.221,1777.87,6.07,1.7,6.04,6.56,1.74,3.41,39.9,77.32,2.1668,2.15103,1.74,-0.834,-0.553,0.033,0.792,37.0
R09_04_Cat09_T298,298,100,0.17,27.57,-0.575,-0.165,-0.599,1756.91,5.09,1.7,5.24,3.46,1.7,4.96,43.2,73.83,2.1406,2.13939,1.74,-0.836,-0.567,-0.005,0.799,96.0
R16_14_Cat10_T313,313,20,0.17,27.57,-0.659,-0.309,-0.359,1655.78,3.88,1.7,8.53,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,79.0
R13_07_Cat05_T298,298,67,0.17,27.57,-0.54,0.621,-0.64,1808.25,7.86,1.7,6.02,6.48,1.7,4.0,40.8,79.18,2.14419,2.11169,1.74,-0.83,-0.553,0.027,0.794,88.0
R03_06_Cat04_T303,303,100,0.17,27.57,-0.524,-0.225,-0.795,1840.86,7.49,2.13,3.54,2.19,1.7,2.13,41.4,78.61,2.15133,2.13191,1.74,-0.843,-0.741,0.025,0.783,99.0
R21_18_Cat08_T298,298,100,0.17,27.57,-0.545,0.176,-0.438,1763.22,4.11,1.7,4.09,4.28,1.7,3.62,48.2,79.31,2.13151,2.10479,1.85,-0.892,-0.575,0.229,0.825,99.0
R16_23_Cat10_T313,313,20,0.17,27.57,-0.645,-0.288,-0.361,1667.48,5.27,1.7,7.18,3.32,1.7,3.31,42.7,78.41,2.17674,2.13292,1.74,-0.85,-0.74,0.028,0.784,87.0
